Customer ID,Monetary
17809,4627.62
17806,546.04
17805,512.31
17802,1251.84
17800,1199.01
17799,3026.08
17797,780.43
17796,697.9
17795,350.39
17793,323.04
17791,106.1
17790,1965.55
17789,225.9
17788,1117.9
17787,1865.19
17786,278.74
17785,131.94
17783,283.47
17781,188.02
17779,642.17
17777,665.86
17775,56.4
17774,1215.46
17772,182.77
17771,245.81
17770,1143.27
17769,3960.63
17768,2273.18
17767,271.2
17765,371.88
17764,818.82
17763,15
17761,712.78
17760,287.59
17759,834.99
17758,3456.7
17757,5585.49
17754,1739.92
17752,80.64
17750,1797.57
17749,674.52
17747,64.65
17746,98.8
17744,2291.08
17742,355.11
17739,2786.05
17738,1863.35
17737,168.24
17736,337.49
17735,13110.02
17734,700.63
17733,692.19
17732,303.97
17731,878.2
17730,5288.83
17728,2515.68
17727,1042.55
17725,3371.13
17724,995.65
17723,3276.4
17722,2380.64
17720,1195.94
17719,5367.8
17718,139.35
17716,5505.79
17715,326.4
17714,153
17712,522.91
17711,385.1
17709,137.45
17708,267.08
17707,152.4
17706,10097.37
17705,1781.12
17704,885.19
17703,798.74
17702,1719.72
17701,417.95
17700,2508.89
17698,154.95
17697,338.95
17696,2201.05
17695,765.34
17694,283.12
17693,187.02
17692,733.44
17691,290.4
17690,4748.45
17686,5739.46
17685,3191.53
17684,239.41
17682,2459.33
17680,184.4
17679,1992.11
17678,298.11
17677,16219.22
17676,1383.27
17675,20098.1
17674,551.04
17673,1622.22
17672,3106.62
17671,1284.08
17670,205.7
17669,3406.72
17668,347.75
17667,2055.51
17666,728.16
17664,604.64
17663,1788.27
17660,196
17659,2954.75
17658,485.88
17656,1674.69
17655,2571.74
17654,117.55
17653,1175.88
17652,4737.13
17651,3886.67
17650,166.08
17649,861.74
17648,1789.55
17647,133.06
17646,995.66
17644,2768.98
17643,101.55
17642,712.29
17640,621.66
17639,108.5
17637,547.06
17636,265.93
17634,2361.97
17633,1242.34
17631,528.33
17630,503.6
17629,1784.12
17628,75.75
17625,2047
17624,843.48
17623,527.05
17621,1336.1
17620,81.44
17619,218.52
17618,971.58
17616,571.2
17615,329.6
17614,390.07
17613,4509.37
17612,1992.76
17611,3947.87
17609,1103.92
17608,193.42
17604,309.36
17603,-1165.3
17602,5050.77
17601,116.01
17600,161.67
17597,2044.37
17596,2827.93
17595,388.79
17594,993.18
17593,3911.56
17591,2215.02
17590,1479.22
17589,2404.17
17588,1240.2
17585,1133.07
17584,1227.3
17582,175.27
17581,10736.11
17580,215.72
17579,440.2
17578,124.74
17576,3457.78
17574,185.65
17573,362.9
17572,226.75
17571,1498.51
17569,344.14
17567,4012.56
17566,901.21
17564,454.01
17562,1107.38
17561,167.62
17560,854.95
17557,541.46
17556,157.9
17555,483.26
17554,1952.45
17553,1487.6
17552,909.96
17551,306.84
17550,267.16
17549,148.86
17548,-141.48
17547,-11.8
17545,645.96
17542,170.75
17540,570.4
17538,98.42
17537,897.62
17536,76.5
17535,164.4
17534,223.36
17531,293.45
17530,2385
17528,3540.1
17527,888.86
17526,706.7
17525,422.7
17524,145
17523,652.74
17522,1070.71
17521,721.96
17520,546.81
17519,1839.07
17517,153.94
17516,768.08
17515,639.02
17514,208.65
17513,513.2
17512,2920.04
17511,88125.38
17510,308.48
17509,6100.74
17508,387.31
17507,605.58
17506,294.29
17505,1145.84
17504,2745.28
17503,558.96
17502,689.1
17501,288.6
17500,1138
17499,622.88
17498,272.22
17496,271.05
17495,497.56
17492,374.57
17491,3541.92
17490,1926.88
17489,376.64
17486,396.87
17483,414.04
17481,1249.34
17480,506.51
17475,194.37
17472,710.29
17470,1125.07
17469,1843.06
17468,137
17466,763.28
17464,289.96
17463,1881.36
17462,662.94
17461,757.46
17460,452.63
17459,657.3
17458,316.5
17457,1737.7
17456,249.86
17455,131.7
17454,517.53
17453,486.72
17451,1648.95
17450,187482.17
17449,2504.86
17448,-4287.63
17447,541.53
17446,120.9
17444,2940.04
17443,534.24
17442,2210.26
17440,177.1
17438,378.3
17436,216.3
17434,2333.42
17433,303.16
17432,365.76
17431,403.3
17430,265.76
17429,512.12
17428,17078.45
17427,100.8
17426,5022.26
17425,759.17
17423,663.63
17422,1853.13
17420,598.83
17419,4200.97
17418,463.46
17416,6838.34
17415,507.84
17414,778
17412,1258.06
17411,748.94
17410,1214.72
17409,771.85
17408,32.65
17406,1928.72
17405,967.22
17404,30300.82
17403,281.62
17402,2633.85
17400,2129.96
17398,653.38
17397,696.41
17396,7330.8
17394,203.87
17392,457.91
17391,508.8
17389,31300.08
17388,1259.56
17387,784.11
17386,2686.42
17385,261.11
17384,336.4
17383,199.29
17382,65.4
17381,20272.43
17379,404.66
17377,3925.92
17376,203.2
17375,372.5
17374,495.77
17373,646.92
17372,1342.68
17371,423.89
17370,446.18
17368,1349.52
17367,168.4
17365,4801.56
17364,4455.73
17362,312.23
17361,488.2
17360,585.79
17359,127.86
17358,365.85
17357,388.14
17356,178.22
17354,1393.06
17353,1740
17351,587.15
17350,1256.19
17349,110.75
17348,1159.52
17347,228.96
17346,2611.58
17345,537.74
17344,160.57
17343,193.64
17341,781.36
17340,11891.18
17339,243.36
17338,6612.18
17337,1944.32
17334,306.6
17333,494.25
17331,175.2
17330,363.9
17329,523.11
17325,96.8
17324,990.23
17323,908.99
17321,700.86
17320,1200.62
17317,2524.02
17315,6204.46
17314,2514.76
17313,2288.13
17312,644.3
17311,1384.85
17309,82.75
17307,-152.64
17306,8600.73
17303,250.04
17302,1119.93
17301,197.63
17299,669.11
17298,498.42
17297,131.78
17295,556.95
17293,1875.11
17291,550.8
17290,525.24
17289,936.16
17288,1419.73
17287,1064.11
17286,153.92
17284,1641.68
17282,1703.41
17279,187.83
17278,246.04
17277,1065.35
17274,111.98
17272,2144.53
17268,763.64
17267,317.62
17266,310.64
17265,562.9
17263,63.44
17262,1253.36
17259,603.37
17256,240
17255,298.41
17254,272.44
17253,178.26
17252,353.86
17251,283.28
17250,384.52
17248,318.65
17247,282.19
17245,171.45
17244,954.9
17243,8628.55
17242,1135.04
17239,379.95
17238,3744.65
17237,314.69
17236,916.13
17235,550.06
17234,149.89
17233,190.88
17232,421.52
17231,3127.82
17230,3466.67
17229,318.76
17228,1906.09
17227,939.32
17226,393.49
17223,426.79
17222,354.15
17221,335.13
17220,3198.25
17219,114.23
17218,1960.72
17217,113.5
17214,984.12
17213,2741.08
17212,226.85
17211,2299.67
17206,204.24
17205,384.08
17204,1352.91
17203,3563.85
17201,342.63
17198,692.22
17197,1013.01
17194,262.62
17193,1674.46
17191,2095.13
17190,249.74
17189,384.4
17188,2275.58
17187,203.95
17186,144
17183,3286.91
17181,239.92
17180,780.38
17179,711.79
17176,306.13
17175,1430.94
17174,59.9
17173,3755.65
17172,313.26
17171,224.91
17169,816.88
17166,189.49
17165,158.68
17164,2466.4
17163,293.1
17162,1707.21
17160,3518.03
17159,1534.73
17158,1266.97
17157,306.55
17155,251.7
17154,329.34
17153,213.78
17152,1503.5
17148,124.88
17147,1679.64
17146,749.78
17144,984.57
17142,579
17140,465.32
17139,10585.57
17138,380.5
17135,1139.73
17134,425
17133,4892.24
17131,2463.17
17128,157.09
17126,991.85
17125,259.35
17124,298.89
17123,345.3
17122,138.32
17120,307.46
17119,593.61
17118,157.02
17117,116.2
17115,806.9
17114,747.22
17111,248.61
17110,163.3
17109,869.68
17107,10380.43
17105,665.78
17102,25.5
17101,1621.73
17100,971.74
17097,937.92
17096,992.68
17095,1088.2
17094,270.2
17092,1777.78
17091,3802.81
17090,2041.85
17088,1991.01
17086,2050.08
17085,1555.05
17084,2949.75
17083,1405.78
17082,2003.85
17081,290.16
17080,285.5
17079,118.8
17078,378.2
17076,841.08
17075,813.77
17073,1446.09
17071,2385.48
17070,312.14
17069,2655.22
17068,4531.34
17065,-112.35
17064,859.35
17063,1421.59
17062,534.47
17061,5116.13
17060,234.24
17059,3095.04
17058,1179.89
17054,1353.83
17053,496.38
17052,413.75
17051,247.14
17050,3228.84
17049,5594.78
17048,864.32
17047,1100.9
17046,642.02
17045,339.44
17044,897.43
17043,1735.18
17042,1044.38
17041,1065.77
17040,449.73
17038,112.4
17037,1253.22
17035,388.33
17034,734.57
17033,1030.14
17031,380.35
17030,146.87
17029,716
17027,848.59
17026,154.83
17025,357.77
17024,95.85
17022,71
17019,1272.61
17018,920.1
17017,8574.11
17015,1842.56
17014,565.58
17011,270.9
17010,185.46
17007,877.43
17006,781.78
17004,1412.94
17002,1487.78
17001,3989.57
16999,484.82
16998,287.02
16997,702
16996,1427.46
16995,-1.25
16992,1601.86
16990,179
16989,1133.25
16988,126.12
16987,1625.05
16986,1873.2
16985,5461.62
16984,4392.42
16983,1920.2
16982,384.06
16980,1078.96
16979,1809.05
16978,344.33
16976,251.52
16971,232.21
16969,650.41
16968,439.43
16967,319.02
16966,2148.47
16965,201.19
16963,110.55
16961,234.17
16960,507.05
16959,117.35
16957,416.64
16956,292.34
16955,493.67
16954,2085.08
16953,20.8
16952,167.61
16951,1262.75
16950,1178.56
16949,1161.27
16948,435.02
16947,406.48
16945,4345.5
16943,816.73
16942,1894.11
16940,3049.88
16938,1903.13
16936,262.68
16934,950.93
16933,530.08
16932,161.94
16931,4604.22
16930,380.55
16929,1295.39
16928,2781.5
16927,543.05
16926,230.25
16924,739.5
16923,6666.83
16921,169.79
16919,2596.45
16918,1043.34
16917,391.52
16916,576.26
16915,621.68
16914,208.46
16913,113.44
16912,2528.67
16910,1510.06
16909,364.14
16907,981.65
16906,579.77
16905,3085.48
16904,3754.27
16903,373.24
16902,1706.88
16900,187.69
16899,1281.56
16898,444.46
16897,213.03
16895,219.14
16893,145.93
16892,496.84
16891,809.7
16889,1578.67
16887,194.88
16885,471.51
16884,429.84
16883,276.73
16882,705.12
16881,432
16880,1519.08
16878,0
16877,853.72
16875,2023.47
16873,7066.31
16872,680.02
16871,2761.49
16869,805.62
16866,207.74
16863,481.35
16861,151.65
16859,473.14
16858,345.89
16856,35.4
16855,328.4
16852,144.91
16851,342.45
16850,332.41
16849,124.57
16848,281.42
16847,193.44
16846,214.32
16843,10183.82
16842,1260.44
16841,1774.62
16839,15357.78
16838,582.9
16837,3167.73
16836,251.87
16835,180.85
16834,413.46
16833,1106.53
16832,199.15
16830,325.91
16829,197.22
16828,128.5
16826,341.7
16825,775.18
16824,460.64
16823,358.38
16820,497.61
16818,3317.97
16817,1446.95
16816,417.06
16814,6500.6
16813,1692.98
16812,479.35
16811,547.07
16810,275.64
16809,912.74
16808,288.42
16807,1121.59
16806,801.49
16805,460.59
16804,536.99
16803,332.3
16801,867.83
16800,1201.49
16796,305.62
16795,414.88
16794,1201.51
16793,243.84
16792,110.38
16791,1706.28
16790,1520.12
16789,80.8
16788,597.48
16784,107.6
16782,2242.25
16781,294.65
16780,425.19
16779,10454.05
16778,245.94
16777,226.35
16776,388.28
16775,1695.66
16774,654.92
16773,171.59
16771,2246.81
16770,744.9
16769,380.39
16768,458.04
16767,5580.6
16766,1145.6
16765,34
16764,2758.25
16763,594.9
16762,1501.38
16761,316.62
16759,772.84
16758,369.34
16757,106.83
16756,239.4
16755,1484.63
16754,2002.4
16753,223.92
16752,207.5
16751,1764.72
16750,623.93
16748,1515.9
16747,826.96
16746,6694.31
16745,7170.7
16744,1304.76
16743,2191.84
16742,0
16739,312.55
16738,3.75
16737,417.6
16735,2269.21
16734,650.51
16732,603.75
16730,702.79
16729,7076.28
16728,1054.67
16727,272.82
16726,1382.02
16725,775.07
16723,589.15
16722,4711.21
16721,292.47
16720,155.24
16719,1773.92
16718,623.75
16717,3278.36
16716,319.8
16715,301.72
16714,911.53
16713,6840.23
16712,3645.43
16711,1651.03
16710,2483.04
16709,3029.87
16708,656.63
16706,531.35
16705,13946.13
16701,5150.27
16700,5040
16698,1998
16697,112.75
16696,657.9
16693,482.01
16692,1276
16690,208.63
16689,303.26
16688,1260.86
16686,3043.48
16685,324.24
16684,65892.08
16682,1028
16681,1770.34
16680,183.7
16679,129.75
16678,3013.83
16676,1558.72
16674,319.61
16672,8093.59
16671,1692.27
16670,4022.46
16669,1370.87
16668,306.72
16667,570.13
16666,118.98
16665,135.4
16660,810.45
16659,39.12
16658,123.24
16657,933.62
16656,8568.24
16655,3794.52
16654,594.97
16653,1166.92
16652,6654.26
16650,518.42
16648,270.86
16647,214.06
16644,833.78
16643,487.51
16642,679.83
16641,231.1
16639,1169.38
16638,1676.47
16637,1124.59
16634,217.9
16633,2878.15
16629,417.73
16628,2183.04
16627,322.8
16626,4379.65
16625,333.08
16624,810.57
16623,129.45
16621,813.48
16620,178.96
16619,204.41
16618,2630.64
16617,151.85
16616,500.42
16614,506.19
16613,618.59
16612,1187.66
16611,120.99
16610,75.66
16609,5450.96
16607,3038.67
16603,482.47
16602,494.73
16601,244.8
16600,813.52
16598,140.7
16597,90.04
16596,250.15
16595,360.16
16594,181.09
16593,330.03
16592,4073.28
16591,213.5
16589,459.24
16587,225.15
16586,463.95
16584,908.03
16583,233.45
16582,313.62
16581,70.44
16579,-30.6
16574,451.44
16573,648.41
16572,999.7
16571,1285.22
16570,3622.95
16569,124.2
16567,865.6
16566,614.01
16565,173.7
16563,1077.74
16561,511.12
16560,816.51
16558,8257.04
16557,281.85
16556,3313.79
16555,285.89
16554,641.55
16553,5664.57
16552,379.73
16551,922.12
16550,2266.25
16549,4154.64
16546,-95.93
16545,339.3
16542,119.62
16539,1388.81
16536,539.02
16535,593.75
16533,1026.94
16532,6748.8
16531,1244.59
16529,455.25
16528,244.41
16527,228.06
16526,290.36
16525,11895.57
16523,9295.67
16520,1036.62
16519,215.08
16518,480.92
16517,162.7
16516,101.7
16515,1627.13
16513,874.59
16511,950.26
16510,248.1
16509,363.7
16506,90.3
16505,777.6
16504,484.38
16503,1421.43
16500,400.86
16499,319.1
16498,86.12
16497,2965.69
16496,1562.22
16495,684.41
16494,826.53
16493,1329.66
16491,731.5
16488,492.2
16485,363.65
16484,379.4
16483,139.35
16482,220.62
16480,769.29
16479,300.83
16478,331
16477,2494.46
16475,544.3
16474,1811.47
16473,314.86
16471,223.95
16470,757.44
16469,650.43
16468,74.9
16466,1603.46
16464,1314.68
16463,1383.7
16462,102
16461,151.42
16460,814.72
16458,3482.74
16457,208.36
16456,2158.37
16455,1841.18
16454,-8.15
16451,266.97
16450,311.92
16449,674.69
16448,188.89
16447,259.01
16446,2.9
16445,230.51
16444,638.77
16442,616.79
16441,381.2
16440,3640.67
16438,798.35
16434,1522.25
16433,184.26
16432,287.4
16431,642.81
16430,300.85
16429,284.55
16428,-2.95
16427,241.06
16426,1908.25
16425,302.7
16424,82.56
16423,346.12
16422,33805.69
16419,959.48
16418,675.27
16416,1026.99
16415,210.35
16414,126.25
16413,262.2
16412,151.83
16411,214.65
16409,2028.88
16407,2126.93
16406,163.07
16405,167.25
16404,443.05
16403,161.05
16402,299.6
16401,4061.24
16400,303.93
16399,408.57
16398,1631.15
16395,1486.9
16394,1412.06
16393,2941.05
16392,221.19
16389,1362.27
16387,94.36
16386,317.2
16385,555.89
16384,584.5
16383,668.36
16380,1780.59
16379,2131.9
16378,362.95
16377,676.2
16376,977.52
16374,473.03
16372,367.93
16370,1320.56
16369,1553.66
16368,497.43
16367,804.49
16366,327.3
16365,1540.42
16364,707.04
16363,109.36
16362,652.07
16361,896.66
16360,3411.69
16359,1460.37
16358,2024.95
16357,658.88
16356,210.32
16354,395.8
16353,6675.71
16352,494.44
16351,153.9
16350,1100.47
16349,53.5
16348,1469.45
16347,887.65
16345,575.41
16344,101.1
16343,370.48
16342,322.41
16341,1959.38
16340,549.07
16339,109.95
16338,214.8
16337,151.05
16333,26626.8
16332,1583.2
16330,242.21
16327,3844.22
16326,3085.96
16325,510.54
16324,428.68
16323,207.5
16322,326.75
16321,230.7
16320,1038.46
16319,404.4
16318,328.15
16317,1341.65
16316,2755.56
16315,226.37
16313,274.15
16311,616.26
16309,686.67
16308,2560
16306,602.27
16305,361.22
16303,5305.83
16302,212.82
16298,598.2
16297,275.4
16295,1328.55
16293,2236.74
16292,280.9
16287,142.5
16284,823.97
16283,1531.51
16282,168.3
16281,2062.06
16279,1496.68
16278,537.83
16276,810.6
16275,559.87
16274,357.95
16272,411.7
16271,1423.29
16270,1141.24
16268,667.65
16266,861.89
16265,5423.15
16262,-31.65
16261,746.83
16260,1035.45
16258,5203.51
16257,46.95
16256,732.63
16255,2609.3
16253,3665.62
16252,-295.09
16250,389.44
16249,1800.07
16248,152.94
16247,114.56
16245,1352.36
16244,1522.75
16243,409.1
16242,3598.26
16241,2607.87
16240,3693.81
16239,372.9
16236,432.2
16235,858.41
16233,422.13
16232,983.23
16230,542.03
16229,1010.6
16227,308.32
16226,255.12
16225,1096.32
16224,1295.3
16222,846.72
16221,864.86
16218,3054.87
16217,259.39
16216,914.93
16215,242.35
16214,1062.75
16213,159
16212,681.19
16211,542.77
16210,21086.3
16209,2262.62
16208,664.26
16207,394.38
16206,537.06
16205,761.38
16204,405.71
16203,589.15
16202,365.27
16201,1821.52
16200,1080.62
16198,400.681
16193,314.45
16191,4913.32
16190,215.08
16189,215.48
16188,981.86
16187,6841.24
16186,3991.94
16185,529.41
16184,1155.54
16183,338.71
16182,6617.65
16181,305.54
16180,10217.48
16179,215.83
16178,197.9
16177,331.95
16175,1037.59
16174,1009.55
16173,1406.57
16172,1140.21
16171,73.2
16170,1880.42
16169,1822.97
16168,3770.6
16164,802.53
16163,441.6
16162,37.4
16161,5352.97
16160,1009.45
16159,348.2
16157,644.24
16156,3024.62
16153,1824.23
16152,1829.04
16150,1906.07
16149,280.52
16148,76.32
16147,375
16146,734.13
16145,3741.98
16144,175.2
16143,2419.84
16142,535.34
16141,620.4
16140,703.77
16139,635.41
16138,-7.95
16136,709.38
16135,517.55
16134,603.69
16133,14305.66
16131,3506.54
16128,1880.22
16127,656.25
16126,6287.77
16125,289.35
16124,187.15
16123,307.78
16122,684.42
16121,867.11
16120,1294.14
16119,423.36
16117,232.21
16116,592.88
16115,1667.97
16114,135.75
16113,161.38
16112,195.74
16110,1337.48
16109,611.88
16108,816.1
16107,3204.16
16106,108.38
16105,336.96
16104,302.36
16103,1429.64
16102,1842.14
16101,1245.96
16099,731.9
16098,2005.63
16097,185.05
16096,320.62
16094,1041.83
16093,17
16092,779.36
16091,315.06
16086,1119.31
16085,981.51
16084,436.18
16083,1317.62
16081,2806.9
16080,176.6
16079,1352
16078,79.2
16076,2173.53
16073,94.35
16072,584.32
16071,326.24
16070,852.15
16066,1521.87
16065,372.09
16063,335.32
16062,1153.62
16061,-29.95
16059,1459.86
16057,2140.22
16056,664.85
16055,134.8
16054,783.9
16053,1511.95
16052,362.06
16050,137.9
16049,1111.79
16048,243.69
16045,1340.7
16043,773.99
16042,1147.37
16041,3166.4
16040,1313.55
16038,454.33
16037,855.02
16036,758.92
16034,437.7
16033,8727.61
16031,548.94
16030,331.24
16029,50992.61
16027,852.12
16026,236.09
16025,439.66
16024,251.24
16023,719.81
16022,628.28
16020,851.01
16019,3450.24
16018,408.9
16017,211.88
16016,1483.31
16015,690.54
16014,653.13
16013,33366.25
16012,1415.29
16011,3362.71
16010,407.5
16009,992.71
16008,478.78
16007,1701.94
16006,101.4
16005,615.39
16003,2735.37
16000,12393.7
15998,3084.17
15996,1044.78
15994,427.07
15993,2756.82
15992,41.99
15990,792.11
15988,158.03
15987,1451.28
15986,168.12
15985,1037.42
15984,2816.97
15983,1475.02
15981,3408.48
15980,2398.86
15978,1098.78
15977,1054.73
15976,430.94
15975,371.01
15974,3429.55
15973,99.77
15971,4199.85
15970,314.1
15969,582.9
15967,418.83
15965,845.64
15963,470.76
15958,104.35
15957,428.89
15955,4389.81
15953,1634.53
15952,806.57
15951,669.57
15950,1705.26
15949,364.72
15948,955.24
15947,1708.24
15945,181
15944,325.1
15942,337.44
15940,31.8
15939,6102.26
15938,404.58
15937,145.35
15935,416.86
15933,1107.46
15932,2461.85
15930,426.63
15925,207.15
15923,127.08
15922,363.6
15921,336.03
15920,167.5
15919,639.89
15918,334.23
15917,123.1
15916,1491.24
15912,264.62
15910,1232.18
15909,191.94
15907,967.45
15906,1521.79
15904,164.68
15903,5126.34
15901,363.88
15900,351.11
15899,56.25
15898,1384.68
15897,222.05
15895,179.17
15894,263.55
15891,524.52
15889,446.87
15888,141.27
15886,181.09
15885,379.35
15883,396.48
15882,495.36
15881,438.24
15880,313.28
15877,440.78
15874,4330.67
15872,360.93
15870,354.09
15869,149.64
15867,3797.79
15866,230.53
15865,895.13
15864,1769.78
15863,68.84
15862,832.88
15861,3000.36
15860,977.21
15858,1438.85
15857,297
15856,16173.67
15855,712.24
15854,2974.65
15853,110.8
15852,160.71
15850,238.85
15847,389.27
15845,3650.87
15844,130.74
15843,118.95
15841,1209.1
15840,345.66
15839,1020.74
15838,33350.76
15837,391.98
15836,117.47
15835,954.09
15834,2084.9
15832,836.79
15831,747.76
15830,547.7
15829,636.14
15827,1641.48
15826,1649.36
15825,532.94
15823,-840.76
15822,885.47
15821,570.96
15820,206.98
15819,1905.45
15815,2100.6
15814,1842.73
15813,1303.91
15812,1801.14
15811,2171.32
15810,1145.43
15809,399.21
15808,3724.77
15807,903.9
15806,784.58
15805,5452.17
15804,3848.55
15803,415.82
15802,-451.42
15801,1042.19
15800,699.08
15799,884.14
15797,2207.4
15796,2666.61
15795,610.01
15793,948.96
15791,1604.44
15790,220.85
15789,351.3
15787,948.05
15786,4834.2
15785,2303.75
15783,246.3
15782,2593.94
15781,333.56
15780,475.28
15777,1021.61
15776,241.62
15775,104.9
15774,270.8
15773,635.68
15769,51823.72
15768,581.83
15766,315.06
15764,3245.47
15763,1048.67
15762,583.75
15759,253.04
15758,205.25
15757,714.42
15756,532.96
15755,2318.88
15754,455.67
15753,79.2
15752,2628.93
15750,2451.23
15749,21535.9
15748,149.31
15747,974.04
15746,182.96
15745,1071.24
15744,34.8
15743,784.46
15740,154.88
15739,449.12
15738,4788.77
15737,1121.21
15734,1339.45
15733,162.3
15732,294.12
15730,1108.38
15729,62
15728,-134.8
15727,5178.96
15725,415.25
15724,212.3
15723,203.1
15722,2181.21
15721,507.08
15720,598.73
15719,5043.96
15717,150.3
15716,1118.81
15714,330.88
15713,346.75
15712,1072.36
15709,133.25
15708,3329.72
15707,945.58
15706,1001.81
15705,143.1
15704,2293.62
15703,211.5
15701,1542.14
15700,664.03
15699,309.65
15696,2644.46
15695,409.98
15694,6423.6
15692,191.04
15691,136.8
15690,239.76
15689,254.1
15687,2981.5
15683,193.75
15681,946.36
15680,1333.68
15679,781.28
15678,352.7
15677,657.23
15676,3324.09
15675,323.69
15674,1744.02
15673,2881.02
15671,2635.49
15670,173.05
15669,677.69
15668,76.32
15667,301.32
15665,2242.01
15664,358.63
